tahun,nama_kota,nama_kecamatan,nama_kelurahan,jenis_disabilitas,jenis_kelamin,jumlah
2017,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Cacat Fisik,Laki-laki,6
2017,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Cacat Fisik dan Mental,Laki-laki,1
2017,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Cacat Lainnya,Laki-laki,3
2017,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Cacat Mental/Jiwa,Laki-laki,2
2017,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Cacat Fisik,Laki-laki,2
2017,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Cacat Fisik dan Mental,Laki-laki,1
2017,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Cacat Lainnya,Laki-laki,1
2017,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Cacat Mental/Jiwa,Laki-laki,3
2017,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Cacat Rungu/Wicara,Laki-laki,1
2017,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Cacat Lainnya,Laki-laki,
2017,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Cacat Fisik,Laki-laki,4
2017,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Cacat Lainnya,Laki-laki,4
2017,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Cacat Mental/Jiwa,Laki-laki,7
2017,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Cacat Netra/Buta,Laki-laki,
2017,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Cacat Rungu/Wicara,Laki-laki,3
2017,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Cacat Fisik,Laki-laki,
2017,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Cacat Fisik dan Mental,Laki-laki,
2017,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Cacat Lainnya,Laki-laki,5
2017,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Cacat Mental/Jiwa,Laki-laki,2
2017,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Cacat Rungu/Wicara,Laki-laki,
2017,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,Cacat Fisik,Laki-laki,2
2017,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,Cacat Lainnya,Laki-laki,2
2017,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,Cacat Mental/Jiwa,Laki-laki,1
2017,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,Cacat Fisik,Laki-laki,21
2017,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,Cacat Lainnya,Laki-laki,4
2017,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,Cacat Mental/Jiwa,Laki-laki,1
2017,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,Cacat Netra/Buta,Laki-laki,1
2017,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,Cacat Rungu/Wicara,Laki-laki,1
2017,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,Cacat Fisik,Laki-laki,20
2017,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,Cacat Fisik dan Mental,Laki-laki,
2017,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,Cacat Lainnya,Laki-laki,2
2017,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,Cacat Mental/Jiwa,Laki-laki,214
2017,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,Cacat Netra/Buta,Laki-laki,1
2017,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,Cacat Rungu/Wicara,Laki-laki,2
2017,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,Cacat Fisik dan Mental,Laki-laki,
2017,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,Cacat Lainnya,Laki-laki,
2017,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,Cacat Mental/Jiwa,Laki-laki,1
2017,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,Cacat Rungu/Wicara,Laki-laki,
2017,JAKARTA BARAT,TAMAN SARI,KRUKUT,Cacat Mental/Jiwa,Laki-laki,2
2017,JAKARTA BARAT,TAMAN SARI,KRUKUT,Cacat Netra/Buta,Laki-laki,1
2017,JAKARTA BARAT,TAMAN SARI,KRUKUT,Cacat Rungu/Wicara,Laki-laki,1
2017,JAKARTA BARAT,TAMAN SARI,MAPHAR,Cacat Fisik,Laki-laki,2
2017,JAKARTA BARAT,TAMAN SARI,MAPHAR,Cacat Lainnya,Laki-laki,1
2017,JAKARTA BARAT,TAMAN SARI,MAPHAR,Cacat Netra/Buta,Laki-laki,5
2017,JAKARTA BARAT,TAMAN SARI,TANGKI,Cacat Lainnya,Laki-laki,
2017,JAKARTA BARAT,TAMAN SARI,TANGKI,Cacat Mental/Jiwa,Laki-laki,1
2017,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,Cacat Fisik dan Mental,Laki-laki,
2017,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,Cacat Lainnya,Laki-laki,1
2017,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,Cacat Mental/Jiwa,Laki-laki,1
2017,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,Cacat Rungu/Wicara,Laki-laki,1
2017,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,Cacat Fisik,Laki-laki,1
2017,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,Cacat Fisik dan Mental,Laki-laki,1
2017,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,Cacat Lainnya,Laki-laki,
2017,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,Cacat Mental/Jiwa,Laki-laki,4
2017,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,Cacat Netra/Buta,Laki-laki,1
2017,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,Cacat Rungu/Wicara,Laki-laki,2
2017,JAKARTA BARAT,TAMAN SARI,GLODOK,Cacat Fisik dan Mental,Laki-laki,
2017,JAKARTA BARAT,TAMAN SARI,GLODOK,Cacat Rungu/Wicara,Laki-laki,
2017,JAKARTA BARAT,TAMAN SARI,PINANGSIA,Cacat Fisik,Laki-laki,
2017,JAKARTA BARAT,TAMAN SARI,PINANGSIA,Cacat Fisik dan Mental,Laki-laki,1
2017,JAKARTA BARAT,TAMAN SARI,PINANGSIA,Cacat Lainnya,Laki-laki,2
2017,JAKARTA BARAT,TAMBORA,TAMBORA,Cacat Fisik,Laki-laki,3
2017,JAKARTA BARAT,TAMBORA,TAMBORA,Cacat Lainnya,Laki-laki,2
2017,JAKARTA BARAT,TAMBORA,TAMBORA,Cacat Mental/Jiwa,Laki-laki,2
2017,JAKARTA BARAT,TAMBORA,KALI ANYAR,Cacat Fisik,Laki-laki,1
2017,JAKARTA BARAT,TAMBORA,KALI ANYAR,Cacat Mental/Jiwa,Laki-laki,3
2017,JAKARTA BARAT,TAMBORA,KALI ANYAR,Cacat Netra/Buta,Laki-laki,1
2017,JAKARTA BARAT,TAMBORA,KALI ANYAR,Cacat Rungu/Wicara,Laki-laki,1
2017,JAKARTA BARAT,TAMBORA,DURI UTARA,Cacat Fisik dan Mental,Laki-laki,1
2017,JAKARTA BARAT,TAMBORA,DURI UTARA,Cacat Mental/Jiwa,Laki-laki,
2017,JAKARTA BARAT,TAMBORA,DURI UTARA,Cacat Netra/Buta,Laki-laki,
2017,JAKARTA BARAT,TAMBORA,DURI UTARA,Cacat Rungu/Wicara,Laki-laki,
2017,JAKARTA BARAT,TAMBORA,TANAH SEREAL,Cacat Fisik,Laki-laki,13
2017,JAKARTA BARAT,TAMBORA,TANAH SEREAL,Cacat Fisik dan Mental,Laki-laki,
2017,JAKARTA BARAT,TAMBORA,TANAH SEREAL,Cacat Lainnya,Laki-laki,1
2017,JAKARTA BARAT,TAMBORA,TANAH SEREAL,Cacat Mental/Jiwa,Laki-laki,7
2017,JAKARTA BARAT,TAMBORA,TANAH SEREAL,Cacat Netra/Buta,Laki-laki,2
2017,JAKARTA BARAT,TAMBORA,TANAH SEREAL,Cacat Rungu/Wicara,Laki-laki,4
2017,JAKARTA BARAT,TAMBORA,KRENDANG,Cacat Fisik,Laki-laki,3
2017,JAKARTA BARAT,TAMBORA,KRENDANG,Cacat Lainnya,Laki-laki,1
2017,JAKARTA BARAT,TAMBORA,KRENDANG,Cacat Mental/Jiwa,Laki-laki,
2017,JAKARTA BARAT,TAMBORA,KRENDANG,Cacat Netra/Buta,Laki-laki,2
2017,JAKARTA BARAT,TAMBORA,KRENDANG,Cacat Rungu/Wicara,Laki-laki,3
2017,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,Cacat Fisik,Laki-laki,5
2017,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,Cacat Fisik dan Mental,Laki-laki,2
2017,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,Cacat Lainnya,Laki-laki,
2017,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,Cacat Mental/Jiwa,Laki-laki,3
2017,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,Cacat Rungu/Wicara,Laki-laki,1
2017,JAKARTA BARAT,TAMBORA,ANGKE,Cacat Fisik,Laki-laki,9
2017,JAKARTA BARAT,TAMBORA,ANGKE,Cacat Fisik dan Mental,Laki-laki,1
2017,JAKARTA BARAT,TAMBORA,ANGKE,Cacat Lainnya,Laki-laki,1
2017,JAKARTA BARAT,TAMBORA,ANGKE,Cacat Mental/Jiwa,Laki-laki,4
2017,JAKARTA BARAT,TAMBORA,ANGKE,Cacat Netra/Buta,Laki-laki,2
2017,JAKARTA BARAT,TAMBORA,ANGKE,Cacat Rungu/Wicara,Laki-laki,3
2017,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,Cacat Fisik,Laki-laki,5
2017,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,Cacat Fisik dan Mental,Laki-laki,
2017,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,Cacat Lainnya,Laki-laki,2
2017,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,Cacat Mental/Jiwa,Laki-laki,2
2017,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,Cacat Netra/Buta,Laki-laki,
2017,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,Cacat Rungu/Wicara,Laki-laki,3
2017,JAKARTA BARAT,TAMBORA,PEKOJAN,Cacat Fisik,Laki-laki,3
2017,JAKARTA BARAT,TAMBORA,PEKOJAN,Cacat Fisik dan Mental,Laki-laki,3
2017,JAKARTA BARAT,TAMBORA,PEKOJAN,Cacat Lainnya,Laki-laki,4
2017,JAKARTA BARAT,TAMBORA,PEKOJAN,Cacat Mental/Jiwa,Laki-laki,9
2017,JAKARTA BARAT,TAMBORA,PEKOJAN,Cacat Netra/Buta,Laki-laki,7
2017,JAKARTA BARAT,TAMBORA,PEKOJAN,Cacat Rungu/Wicara,Laki-laki,5
2017,JAKARTA BARAT,TAMBORA,ROA MALAKA,Cacat Fisik dan Mental,Laki-laki,
2017,JAKARTA BARAT,TAMBORA,DURI SELATAN,Cacat Fisik,Laki-laki,1
2017,JAKARTA BARAT,TAMBORA,DURI SELATAN,Cacat Rungu/Wicara,Laki-laki,1
2017,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,Cacat Fisik,Laki-laki,1
2017,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,Cacat Fisik dan Mental,Laki-laki,
2017,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,Cacat Mental/Jiwa,Laki-laki,2
2017,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,Cacat Netra/Buta,Laki-laki,4
2017,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,Cacat Rungu/Wicara,Laki-laki,2
2017,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,Cacat Fisik,Laki-laki,2
2017,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,Cacat Lainnya,Laki-laki,5
2017,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,Cacat Mental/Jiwa,Laki-laki,5
2017,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,Cacat Netra/Buta,Laki-laki,1
2017,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,Cacat Fisik,Laki-laki,1
2017,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,Cacat Lainnya,Laki-laki,1
2017,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,Cacat Mental/Jiwa,Laki-laki,5
2017,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,Cacat Netra/Buta,Laki-laki,3
2017,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,Cacat Rungu/Wicara,Laki-laki,1
2017,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,Cacat Mental/Jiwa,Laki-laki,1
2017,JAKARTA BARAT,KEBON JERUK,DURI KEPA,Cacat Fisik,Laki-laki,4
2017,JAKARTA BARAT,KEBON JERUK,DURI KEPA,Cacat Lainnya,Laki-laki,1
2017,JAKARTA BARAT,KEBON JERUK,DURI KEPA,Cacat Mental/Jiwa,Laki-laki,1
2017,JAKARTA BARAT,KEBON JERUK,DURI KEPA,Cacat Rungu/Wicara,Laki-laki,
2017,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,Cacat Fisik,Laki-laki,4
2017,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,Cacat Lainnya,Laki-laki,2
2017,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,Cacat Mental/Jiwa,Laki-laki,4
2017,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,Cacat Netra/Buta,Laki-laki,
2017,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,Cacat Fisik,Laki-laki,
2017,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,Cacat Lainnya,Laki-laki,3
2017,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,Cacat Mental/Jiwa,Laki-laki,28
2017,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,Cacat Rungu/Wicara,Laki-laki,1
2017,JAKARTA BARAT,KALI DERES,KALIDERES,Cacat Fisik,Laki-laki,1
2017,JAKARTA BARAT,KALI DERES,KALIDERES,Cacat Lainnya,Laki-laki,
2017,JAKARTA BARAT,KALI DERES,KALIDERES,Cacat Mental/Jiwa,Laki-laki,3
2017,JAKARTA BARAT,KALI DERES,KALIDERES,Cacat Netra/Buta,Laki-laki,
2017,JAKARTA BARAT,KALI DERES,KALIDERES,Cacat Rungu/Wicara,Laki-laki,
2017,JAKARTA BARAT,KALI DERES,SEMANAN,Cacat Lainnya,Laki-laki,2
2017,JAKARTA BARAT,KALI DERES,SEMANAN,Cacat Mental/Jiwa,Laki-laki,1
2017,JAKARTA BARAT,KALI DERES,SEMANAN,Cacat Rungu/Wicara,Laki-laki,
2017,JAKARTA BARAT,KALI DERES,TEGAL ALUR,Cacat Fisik,Laki-laki,2
2017,JAKARTA BARAT,KALI DERES,TEGAL ALUR,Cacat Fisik dan Mental,Laki-laki,1
2017,JAKARTA BARAT,KALI DERES,TEGAL ALUR,Cacat Lainnya,Laki-laki,1
2017,JAKARTA BARAT,KALI DERES,TEGAL ALUR,Cacat Mental/Jiwa,Laki-laki,7
2017,JAKARTA BARAT,KALI DERES,TEGAL ALUR,Cacat Netra/Buta,Laki-laki,1
2017,JAKARTA BARAT,KALI DERES,TEGAL ALUR,Cacat Rungu/Wicara,Laki-laki,1
2017,JAKARTA BARAT,KALI DERES,KAMAL,Cacat Fisik,Laki-laki,6
2017,JAKARTA BARAT,KALI DERES,KAMAL,Cacat Lainnya,Laki-laki,2
2017,JAKARTA BARAT,KALI DERES,KAMAL,Cacat Mental/Jiwa,Laki-laki,1
2017,JAKARTA BARAT,KALI DERES,KAMAL,Cacat Netra/Buta,Laki-laki,1
2017,JAKARTA BARAT,KALI DERES,PEGADUNGAN,Cacat Fisik,Laki-laki,2
2017,JAKARTA BARAT,KALI DERES,PEGADUNGAN,Cacat Fisik dan Mental,Laki-laki,10
2017,JAKARTA BARAT,KALI DERES,PEGADUNGAN,Cacat Lainnya,Laki-laki,15
2017,JAKARTA BARAT,KALI DERES,PEGADUNGAN,Cacat Mental/Jiwa,Laki-laki,16
2017,JAKARTA BARAT,KALI DERES,PEGADUNGAN,Cacat Netra/Buta,Laki-laki,
2017,JAKARTA BARAT,PAL MERAH,PALMERAH,Cacat Fisik,Laki-laki,2
2017,JAKARTA BARAT,PAL MERAH,PALMERAH,Cacat Fisik dan Mental,Laki-laki,
2017,JAKARTA BARAT,PAL MERAH,PALMERAH,Cacat Lainnya,Laki-laki,1
2017,JAKARTA BARAT,PAL MERAH,PALMERAH,Cacat Mental/Jiwa,Laki-laki,4
2017,JAKARTA BARAT,PAL MERAH,PALMERAH,Cacat Netra/Buta,Laki-laki,
2017,JAKARTA BARAT,PAL MERAH,PALMERAH,Cacat Rungu/Wicara,Laki-laki,1
2017,JAKARTA BARAT,PAL MERAH,SLIPI,Cacat Fisik,Laki-laki,
2017,JAKARTA BARAT,PAL MERAH,SLIPI,Cacat Fisik dan Mental,Laki-laki,1
2017,JAKARTA BARAT,PAL MERAH,KOTA BAMBU UTARA,Cacat Fisik,Laki-laki,1
2017,JAKARTA BARAT,PAL MERAH,KOTA BAMBU UTARA,Cacat Fisik dan Mental,Laki-laki,1
2017,JAKARTA BARAT,PAL MERAH,KOTA BAMBU UTARA,Cacat Lainnya,Laki-laki,
2017,JAKARTA BARAT,PAL MERAH,KOTA BAMBU UTARA,Cacat Mental/Jiwa,Laki-laki,1
2017,JAKARTA BARAT,PAL MERAH,KOTA BAMBU UTARA,Cacat Netra/Buta,Laki-laki,
2017,JAKARTA BARAT,PAL MERAH,KOTA BAMBU UTARA,Cacat Rungu/Wicara,Laki-laki,1
2017,JAKARTA BARAT,PAL MERAH,JATIPULO,Cacat Fisik,Laki-laki,
2017,JAKARTA BARAT,PAL MERAH,JATIPULO,Cacat Fisik dan Mental,Laki-laki,1
2017,JAKARTA BARAT,PAL MERAH,JATIPULO,Cacat Lainnya,Laki-laki,1
2017,JAKARTA BARAT,PAL MERAH,KEMANGGISAN,Cacat Fisik,Laki-laki,2
2017,JAKARTA BARAT,PAL MERAH,KEMANGGISAN,Cacat Fisik dan Mental,Laki-laki,1
2017,JAKARTA BARAT,PAL MERAH,KEMANGGISAN,Cacat Lainnya,Laki-laki,1
2017,JAKARTA BARAT,PAL MERAH,KEMANGGISAN,Cacat Mental/Jiwa,Laki-laki,4
2017,JAKARTA BARAT,PAL MERAH,KEMANGGISAN,Cacat Netra/Buta,Laki-laki,2
2017,JAKARTA BARAT,PAL MERAH,KEMANGGISAN,Cacat Rungu/Wicara,Laki-laki,2
2017,JAKARTA BARAT,PAL MERAH,KOTA BAMBU SELATAN,Cacat Fisik,Laki-laki,2
2017,JAKARTA BARAT,PAL MERAH,KOTA BAMBU SELATAN,Cacat Fisik dan Mental,Laki-laki,1
2017,JAKARTA BARAT,PAL MERAH,KOTA BAMBU SELATAN,Cacat Mental/Jiwa,Laki-laki,5
2017,JAKARTA BARAT,PAL MERAH,KOTA BAMBU SELATAN,Cacat Netra/Buta,Laki-laki,1
2017,JAKARTA BARAT,PAL MERAH,KOTA BAMBU SELATAN,Cacat Rungu/Wicara,Laki-laki,1
2017,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,Cacat Lainnya,Laki-laki,2
2017,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,Cacat Mental/Jiwa,Laki-laki,2
2017,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,Cacat Netra/Buta,Laki-laki,1
2017,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,Cacat Rungu/Wicara,Laki-laki,11
2017,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,Cacat Fisik,Laki-laki,
2017,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,Cacat Lainnya,Laki-laki,1
2017,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,Cacat Mental/Jiwa,Laki-laki,3
2017,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,Cacat Netra/Buta,Laki-laki,2
2017,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,Cacat Rungu/Wicara,Laki-laki,4
2017,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Cacat Fisik,Laki-laki,1
2017,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Cacat Fisik dan Mental,Laki-laki,1
2017,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Cacat Lainnya,Laki-laki,
2017,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Cacat Mental/Jiwa,Laki-laki,4
2017,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Cacat Netra/Buta,Laki-laki,8
2017,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Cacat Rungu/Wicara,Laki-laki,1
2017,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Cacat Fisik,Laki-laki,1
2017,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Cacat Fisik dan Mental,Laki-laki,1
2017,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Cacat Lainnya,Laki-laki,3
2017,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Cacat Mental/Jiwa,Laki-laki,1
2017,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Cacat Netra/Buta,Laki-laki,2
2017,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Cacat Rungu/Wicara,Laki-laki,2
2017,JAKARTA BARAT,KEMBANGAN,JOGLO,Cacat Fisik,Laki-laki,
2017,JAKARTA BARAT,KEMBANGAN,JOGLO,Cacat Lainnya,Laki-laki,3
2017,JAKARTA BARAT,KEMBANGAN,JOGLO,Cacat Mental/Jiwa,Laki-laki,1
2017,JAKARTA BARAT,KEMBANGAN,JOGLO,Cacat Netra/Buta,Laki-laki,1
2017,JAKARTA BARAT,KEMBANGAN,JOGLO,Cacat Rungu/Wicara,Laki-laki,
2017,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,Cacat Fisik,Laki-laki,1
2017,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,Cacat Fisik dan Mental,Laki-laki,1
2017,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,Cacat Lainnya,Laki-laki,
2017,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,Cacat Mental/Jiwa,Laki-laki,
2017,JAKARTA SELATAN,TEBET,TEBET TIMUR,Cacat Fisik dan Mental,Laki-laki,1
2017,JAKARTA SELATAN,TEBET,TEBET TIMUR,Cacat Lainnya,Laki-laki,1
2017,JAKARTA SELATAN,TEBET,TEBET TIMUR,Cacat Mental/Jiwa,Laki-laki,1
2017,JAKARTA SELATAN,TEBET,TEBET BARAT,Cacat Lainnya,Laki-laki,2
2017,JAKARTA SELATAN,TEBET,TEBET BARAT,Cacat Mental/Jiwa,Laki-laki,2
2017,JAKARTA SELATAN,TEBET,MENTENG DALAM,Cacat Fisik,Laki-laki,3
2017,JAKARTA SELATAN,TEBET,MENTENG DALAM,Cacat Fisik dan Mental,Laki-laki,2
2017,JAKARTA SELATAN,TEBET,MENTENG DALAM,Cacat Lainnya,Laki-laki,1
2017,JAKARTA SELATAN,TEBET,MENTENG DALAM,Cacat Mental/Jiwa,Laki-laki,13
2017,JAKARTA SELATAN,TEBET,MENTENG DALAM,Cacat Netra/Buta,Laki-laki,3
2017,JAKARTA SELATAN,TEBET,MENTENG DALAM,Cacat Rungu/Wicara,Laki-laki,5
2017,JAKARTA SELATAN,TEBET,KEBON BARU,Cacat Fisik,Laki-laki,3
2017,JAKARTA SELATAN,TEBET,KEBON BARU,Cacat Lainnya,Laki-laki,1
2017,JAKARTA SELATAN,TEBET,KEBON BARU,Cacat Netra/Buta,Laki-laki,
2017,JAKARTA SELATAN,TEBET,KEBON BARU,Cacat Rungu/Wicara,Laki-laki,1
2017,JAKARTA SELATAN,TEBET,BUKIT DURI,Cacat Mental/Jiwa,Laki-laki,
2017,JAKARTA SELATAN,TEBET,BUKIT DURI,Cacat Rungu/Wicara,Laki-laki,1
2017,JAKARTA SELATAN,TEBET,MANGGARAI,Cacat Fisik,Laki-laki,1
2017,JAKARTA SELATAN,TEBET,MANGGARAI,Cacat Fisik dan Mental,Laki-laki,1
2017,JAKARTA SELATAN,TEBET,MANGGARAI,Cacat Lainnya,Laki-laki,1
2017,JAKARTA SELATAN,TEBET,MANGGARAI,Cacat Mental/Jiwa,Laki-laki,
2017,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,Cacat Mental/Jiwa,Laki-laki,
2017,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,Cacat Lainnya,Laki-laki,
2017,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,Cacat Fisik,Laki-laki,2
2017,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,Cacat Rungu/Wicara,Laki-laki,1
2017,JAKARTA SELATAN,SETIA BUDI,KARET,Cacat Fisik,Laki-laki,1
2017,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,Cacat Fisik,Laki-laki,
2017,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,Cacat Fisik dan Mental,Laki-laki,1
2017,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,Cacat Lainnya,Laki-laki,
2017,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,Cacat Mental/Jiwa,Laki-laki,2
2017,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,Cacat Netra/Buta,Laki-laki,1
2017,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,Cacat Rungu/Wicara,Laki-laki,1
2017,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,Cacat Fisik,Laki-laki,1
2017,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,Cacat Lainnya,Laki-laki,2
2017,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,Cacat Netra/Buta,Laki-laki,
2017,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,Cacat Rungu/Wicara,Laki-laki,2
2017,JAKARTA SELATAN,SETIA BUDI,GUNTUR,Cacat Mental/Jiwa,Laki-laki,
2017,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,Cacat Fisik,Laki-laki,5
2017,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,Cacat Mental/Jiwa,Laki-laki,3
2017,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,Cacat Rungu/Wicara,Laki-laki,1
2017,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,Cacat Fisik dan Mental,Laki-laki,1
2017,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,Cacat Lainnya,Laki-laki,1
2017,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,Cacat Mental/Jiwa,Laki-laki,4
2017,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,Cacat Netra/Buta,Laki-laki,1
